Time_seconds,Time_hours,Total_Cost,Nominal_Cost,Cost_First,Best_Cost
95,0.02638888888888889,3.0,1.0,1.0,0.4
96,0.02666666666666667,2.8,0.8,0.8,0.5
97,0.026944444444444444,3.0,1.0,1.0,0.8
98,0.02722222222222222,2.9,0.9,0.9,0.9
99,0.0275,0.9,0.9,1.0,0.7
100,0.027777777777777776,0.8,0.8,0.8,0.7
101,0.028055555555555556,0.7,0.7,0.8,0.5
102,0.028333333333333332,0.9,0.9,1.0,0.8
103,0.02861111111111111,1.0,1.0,1.0,0.7
104,0.028888888888888888,0.7,0.7,0.8,0.8
105,0.029166666666666667,0.9,0.9,1.0,0.7
106,0.029444444444444443,0.9,0.9,0.9,0.8
107,0.029722222222222223,0.9,0.9,1.0,0.5
108,0.03,1.0,1.0,1.0,0.9
109,0.03027777777777778,2.9,0.9,0.9,0.9
110,0.030555555555555555,2.8,0.8,0.9,0.5
111,0.030833333333333334,3.0,1.0,1.0,0.7
112,0.03111111111111111,2.8,0.8,1.0,0.6
113,0.03138888888888889,2.9,0.9,0.9,0.9
114,0.03166666666666667,2.9,0.9,0.9,0.7
115,0.03194444444444444,2.9,0.9,0.9,0.6
116,0.03222222222222222,0.9,0.9,0.9,0.7
117,0.0325,2.8,0.8,0.9,0.7
118,0.03277777777777778,2.9,0.9,0.9,0.9
119,0.03305555555555555,2.9,0.9,1.0,0.6
120,0.03333333333333333,3.0,1.0,1.0,0.7
121,0.03361111111111111,3.0,1.0,1.0,0.8
122,0.03388888888888889,3.0,1.0,1.0,0.6
123,0.034166666666666665,0.8,0.8,0.8,0.3
124,0.034444444444444444,1.0,1.0,1.0,0.7
125,0.034722222222222224,0.9,0.9,0.9,0.7
126,0.035,1.0,1.0,1.0,0.8
127,0.035277777777777776,1.0,1.0,1.0,0.7
128,0.035555555555555556,1.0,1.0,1.0,0.7
129,0.035833333333333335,2.9,0.9,0.9,0.8
130,0.03611111111111111,0.9,0.9,1.0,0.9
131,0.03638888888888889,1.0,1.0,1.0,0.7
132,0.03666666666666667,3.0,1.0,1.0,0.9
133,0.036944444444444446,3.0,1.0,1.0,0.9
134,0.03722222222222222,1.0,1.0,1.0,1.0
135,0.0375,2.9,0.9,0.9,0.7
136,0.03777777777777778,1.0,1.0,1.0,0.5
137,0.03805555555555556,2.9,0.9,0.9,0.8
138,0.03833333333333333,2.8,0.8,0.8,0.7
139,0.03861111111111111,3.0,1.0,1.0,0.8
140,0.03888888888888889,2.9,0.9,0.9,0.8
141,0.03916666666666667,2.9,0.9,1.0,0.7
142,0.03944444444444444,2.9,0.9,0.9,0.8
143,0.03972222222222222,2.6,0.6,0.7,0.7
144,0.04,2.9,0.9,0.9,0.6
145,0.04027777777777778,2.9,0.9,1.0,0.6
146,0.04055555555555555,0.8,0.8,1.0,0.7
147,0.04083333333333333,1.0,1.0,1.0,0.8
148,0.04111111111111111,2.8,0.8,0.8,0.6
149,0.04138888888888889,2.9,0.9,1.0,0.8
150,0.041666666666666664,3.0,1.0,1.0,0.7
151,0.041944444444444444,2.9,0.9,1.0,0.7
152,0.042222222222222223,0.9,0.9,0.9,0.7
153,0.0425,0.9,0.9,1.0,0.7
154,0.042777777777777776,0.7,0.7,0.8,0.6
155,0.043055555555555555,0.8,0.8,0.9,0.7
156,0.043333333333333335,2.8,0.8,0.9,0.7
157,0.043611111111111114,2.9,0.9,1.0,0.7
158,0.04388888888888889,0.9,0.9,0.9,0.7
159,0.04416666666666667,3.0,1.0,1.0,1.0
160,0.044444444444444446,2.9,0.9,1.0,0.9
161,0.04472222222222222,1.0,1.0,1.0,0.7
162,0.045,3.0,1.0,1.0,0.8
163,0.04527777777777778,0.9,0.9,0.9,0.9
164,0.04555555555555556,2.8,0.8,0.8,0.8
165,0.04583333333333333,0.9,0.9,1.0,0.7
166,0.04611111111111111,0.9,0.9,1.0,0.8
167,0.04638888888888889,0.9,0.9,0.9,0.8
168,0.04666666666666667,0.8,0.8,1.0,0.7
169,0.04694444444444444,0.9,0.9,0.9,0.6
170,0.04722222222222222,0.9,0.9,0.9,0.6
171,0.0475,3.0,1.0,1.0,0.9
172,0.04777777777777778,3.0,1.0,1.0,0.7
173,0.04805555555555555,2.9,0.9,1.0,0.7
174,0.04833333333333333,0.9,0.9,0.9,0.7
175,0.04861111111111111,1.0,1.0,1.0,0.8
176,0.04888888888888889,2.9,0.9,1.0,0.6
177,0.049166666666666664,0.8,0.8,0.9,0.6
178,0.049444444444444444,3.0,1.0,1.0,0.9
179,0.04972222222222222,2.9,0.9,1.0,0.8
180,0.05,2.9,0.9,1.0,0.7
181,0.050277777777777775,2.8,0.8,0.9,0.9
182,0.050555555555555555,0.9,0.9,1.0,0.5
183,0.050833333333333335,2.9,0.9,0.9,0.7
184,0.051111111111111114,2.9,0.9,1.0,0.7
185,0.05138888888888889,3.0,1.0,1.0,0.9
186,0.051666666666666666,3.0,1.0,1.0,0.9
187,0.051944444444444446,2.9,0.9,0.9,1.0
188,0.052222222222222225,0.8,0.8,0.9,0.6
189,0.0525,2.8,0.8,0.8,0.7
190,0.05277777777777778,2.9,0.9,0.9,0.8
191,0.05305555555555556,3.0,1.0,1.0,0.9
192,0.05333333333333334,2.9,0.9,0.9,0.6
193,0.05361111111111111,3.0,1.0,1.0,0.9
194,0.05388888888888889,1.0,1.0,1.0,1.0
195,0.05416666666666667,2.8,0.8,0.8,0.7
196,0.05444444444444444,2.7,0.7,0.8,0.5
197,0.05472222222222222,3.0,1.0,1.0,0.9
198,0.055,2.7,0.7,0.7,0.7
199,0.05527777777777778,2.9,0.9,0.9,0.7
200,0.05555555555555555,2.9,0.9,1.0,0.8
201,0.05583333333333333,2.9,0.9,1.0,0.6
202,0.05611111111111111,2.8,0.8,0.8,0.6
203,0.05638888888888889,2.9,0.9,0.9,0.7
204,0.056666666666666664,2.9,0.9,1.0,0.7
205,0.05694444444444444,2.9,0.9,0.9,0.6
206,0.05722222222222222,2.8,0.8,0.8,0.8
207,0.0575,3.0,1.0,1.0,0.8
208,0.057777777777777775,1.0,1.0,1.0,0.7
209,0.058055555555555555,3.0,1.0,1.0,0.7
210,0.058333333333333334,0.9,0.9,0.9,0.4
211,0.058611111111111114,1.0,1.0,1.0,0.7
212,0.058888888888888886,3.0,1.0,1.0,0.7
213,0.059166666666666666,3.0,1.0,1.0,0.9
214,0.059444444444444446,2.9,0.9,0.9,0.5
215,0.059722222222222225,2.9,0.9,1.0,0.8
216,0.06,2.9,0.9,0.9,0.8
217,0.06027777777777778,2.8,0.8,0.9,0.7
218,0.06055555555555556,0.8,0.8,0.9,0.7
219,0.060833333333333336,1.0,1.0,1.0,0.7
220,0.06111111111111111,3.0,1.0,1.0,0.7
221,0.06138888888888889,2.8,0.8,0.9,0.8
222,0.06166666666666667,3.0,1.0,1.0,1.0
223,0.06194444444444445,3.0,1.0,1.0,1.0
224,0.06222222222222222,2.8,0.8,1.0,0.7
225,0.0625,2.9,0.9,0.9,0.9
226,0.06277777777777778,0.7,0.7,0.9,0.5
227,0.06305555555555556,0.9,0.9,1.0,0.7
228,0.06333333333333334,2.8,0.8,1.0,0.8
229,0.0636111111111111,2.8,0.8,1.0,0.7
230,0.06388888888888888,0.9,0.9,0.9,0.8
231,0.06416666666666666,0.9,0.9,1.0,0.9
232,0.06444444444444444,2.8,0.8,0.9,0.6
233,0.06472222222222222,2.7,0.7,0.9,0.6
234,0.065,3.0,1.0,1.0,0.8
235,0.06527777777777778,2.8,0.8,0.9,0.8
236,0.06555555555555556,2.9,0.9,0.9,0.9
237,0.06583333333333333,2.8,0.8,1.0,0.7
238,0.0661111111111111,0.9,0.9,1.0,0.7
239,0.06638888888888889,2.9,0.9,1.0,0.7
240,0.06666666666666667,2.7,0.7,1.0,0.7
241,0.06694444444444445,2.8,0.8,0.9,0.6
242,0.06722222222222222,3.0,1.0,1.0,1.0
243,0.0675,2.8,0.8,0.9,0.5
244,0.06777777777777778,2.8,0.8,0.9,0.7
245,0.06805555555555555,3.0,1.0,1.0,0.8
246,0.06833333333333333,2.8,0.8,1.0,0.5
247,0.06861111111111111,2.8,0.8,0.8,0.5
248,0.06888888888888889,3.0,1.0,1.0,1.0
249,0.06916666666666667,3.0,1.0,1.0,0.9
250,0.06944444444444445,3.0,1.0,1.0,0.7
251,0.06972222222222223,2.8,0.8,0.9,0.5
252,0.07,2.8,0.8,0.9,0.7
253,0.07027777777777777,3.0,1.0,1.0,0.9
254,0.07055555555555555,2.8,0.8,0.9,0.8
255,0.07083333333333333,3.0,1.0,1.0,0.8
256,0.07111111111111111,3.0,1.0,1.0,0.8
257,0.07138888888888889,2.9,0.9,0.9,0.6
258,0.07166666666666667,3.0,1.0,1.0,0.8
259,0.07194444444444445,3.0,1.0,1.0,0.9
260,0.07222222222222222,2.5,0.5,0.7,0.2
261,0.0725,2.9,0.9,0.9,0.6
262,0.07277777777777777,2.7,0.7,0.8,0.6
263,0.07305555555555555,2.8,0.8,0.9,0.7
264,0.07333333333333333,0.9,0.9,1.0,0.8
265,0.07361111111111111,2.8,0.8,1.0,0.8
266,0.07388888888888889,2.9,0.9,0.9,0.7
267,0.07416666666666667,2.8,0.8,1.0,0.7
268,0.07444444444444444,2.8,0.8,1.0,0.7
269,0.07472222222222222,2.9,0.9,0.9,0.9
270,0.075,2.8,0.8,1.0,0.7
271,0.07527777777777778,2.9,0.9,0.9,0.8
272,0.07555555555555556,0.7,0.7,0.9,0.6
273,0.07583333333333334,0.7,0.7,0.9,0.6
274,0.07611111111111112,2.9,0.9,0.9,0.6
275,0.0763888888888889,0.8,0.8,1.0,0.8
276,0.07666666666666666,3.0,1.0,1.0,0.8
277,0.07694444444444444,2.6,0.6,0.9,0.6
278,0.07722222222222222,3.0,1.0,1.0,0.9
279,0.0775,0.9,0.9,0.9,0.7
280,0.07777777777777778,0.9,0.9,0.9,0.6
281,0.07805555555555556,2.8,0.8,1.0,0.8
282,0.07833333333333334,3.0,1.0,1.0,0.8
283,0.07861111111111112,0.8,0.8,0.8,0.2
284,0.07888888888888888,0.8,0.8,0.9,0.8
285,0.07916666666666666,1.0,1.0,1.0,0.9
286,0.07944444444444444,2.6,0.6,0.7,0.8
287,0.07972222222222222,1.0,1.0,1.0,0.9
288,0.08,2.7,0.7,0.7,0.6
289,0.08027777777777778,2.9,0.9,1.0,0.9
290,0.08055555555555556,2.8,0.8,1.0,0.5
291,0.08083333333333333,3.0,1.0,1.0,0.6
292,0.0811111111111111,2.9,0.9,0.9,0.6
293,0.08138888888888889,3.0,1.0,1.0,1.0
294,0.08166666666666667,2.9,0.9,1.0,0.8
295,0.08194444444444444,3.0,1.0,1.0,0.9
296,0.08222222222222222,2.9,0.9,1.0,0.7
297,0.0825,2.7,0.7,0.9,0.6
298,0.08277777777777778,3.0,1.0,1.0,0.8
299,0.08305555555555555,2.9,0.9,0.9,0.7
300,0.08333333333333333,2.9,0.9,0.9,0.7
301,0.08361111111111111,2.7,0.7,0.9,0.5
302,0.08388888888888889,2.8,0.8,0.9,0.7
303,0.08416666666666667,2.9,0.9,1.0,0.8
304,0.08444444444444445,0.7,0.7,0.9,0.6
305,0.08472222222222223,2.7,0.7,0.8,0.6
306,0.085,3.0,1.0,1.0,0.9
307,0.08527777777777777,2.4,0.4,0.9,0.4
308,0.08555555555555555,0.9,0.9,0.9,0.7
309,0.08583333333333333,0.8,0.8,1.0,0.6
310,0.08611111111111111,2.8,0.8,1.0,0.7
311,0.08638888888888889,2.9,0.9,1.0,0.8
312,0.08666666666666667,2.9,0.9,0.9,0.9
313,0.08694444444444445,2.8,0.8,1.0,0.7
314,0.08722222222222223,2.7,0.7,0.8,0.7
315,0.0875,2.7,0.7,0.9,0.5
316,0.08777777777777777,2.7,0.7,0.9,0.6
317,0.08805555555555555,2.9,0.9,0.9,0.8
318,0.08833333333333333,2.7,0.7,0.9,0.5
319,0.08861111111111111,2.8,0.8,1.0,0.8
320,0.08888888888888889,2.7,0.7,1.0,0.7
321,0.08916666666666667,2.9,0.9,0.9,0.9
322,0.08944444444444444,2.8,0.8,0.9,0.8
323,0.08972222222222222,2.9,0.9,0.9,0.9
324,0.09,2.8,0.8,0.9,0.8
325,0.09027777777777778,2.7,0.7,1.0,0.6
326,0.09055555555555556,3.0,1.0,1.0,1.0
327,0.09083333333333334,2.8,0.8,0.9,0.7
328,0.09111111111111111,3.0,1.0,1.0,0.9
329,0.0913888888888889,2.6,0.6,1.0,0.6
330,0.09166666666666666,2.7,0.7,1.0,0.6
331,0.09194444444444444,2.8,0.8,0.9,0.6
332,0.09222222222222222,2.9,0.9,0.9,0.7
333,0.0925,2.9,0.9,1.0,0.6
334,0.09277777777777778,2.9,0.9,1.0,0.6
335,0.09305555555555556,0.9,0.9,0.9,0.7
336,0.09333333333333334,2.7,0.7,0.9,0.5
337,0.09361111111111112,2.7,0.7,0.9,0.6
338,0.09388888888888888,2.9,0.9,1.0,0.8
339,0.09416666666666666,2.8,0.8,0.8,0.7
340,0.09444444444444444,2.9,0.9,0.9,0.9
341,0.09472222222222222,2.9,0.9,0.9,0.9
342,0.095,2.9,0.9,1.0,0.8
343,0.09527777777777778,2.7,0.7,1.0,0.6
344,0.09555555555555556,2.9,0.9,0.9,0.7
345,0.09583333333333334,2.7,0.7,1.0,0.2
346,0.0961111111111111,2.9,0.9,1.0,0.7
347,0.09638888888888889,2.9,0.9,0.9,0.8
348,0.09666666666666666,2.8,0.8,1.0,0.7
349,0.09694444444444444,2.9,0.9,0.9,0.7
350,0.09722222222222222,2.8,0.8,1.0,0.7
351,0.0975,2.8,0.8,1.0,0.6
352,0.09777777777777778,3.0,1.0,1.0,0.9
353,0.09805555555555556,2.9,0.9,0.9,0.8
354,0.09833333333333333,3.0,1.0,1.0,0.6
355,0.09861111111111111,2.7,0.7,0.9,0.5
356,0.09888888888888889,2.7,0.7,0.8,0.6
357,0.09916666666666667,1.0,1.0,1.0,0.8
358,0.09944444444444445,2.9,0.9,1.0,0.6
359,0.09972222222222223,2.6,0.6,0.9,0.5
360,0.1,3.0,1.0,1.0,1.0
361,0.10027777777777777,2.8,0.8,0.8,0.7
362,0.10055555555555555,2.9,0.9,1.0,0.8
363,0.10083333333333333,3.0,1.0,1.0,0.9
364,0.10111111111111111,2.8,0.8,0.8,0.6
365,0.10138888888888889,2.8,0.8,1.0,0.8
366,0.10166666666666667,2.9,0.9,1.0,0.6
367,0.10194444444444445,2.8,0.8,1.0,0.8
368,0.10222222222222223,2.9,0.9,0.9,0.9
369,0.1025,2.8,0.8,0.8,0.6
370,0.10277777777777777,3.0,1.0,1.0,0.8
371,0.10305555555555555,2.7,0.7,0.8,0.5
372,0.10333333333333333,2.8,0.8,0.9,0.7
373,0.10361111111111111,2.7,0.7,0.8,0.6
374,0.10388888888888889,2.9,0.9,1.0,0.9
375,0.10416666666666667,2.9,0.9,1.0,0.8
376,0.10444444444444445,2.8,0.8,0.9,0.8
377,0.10472222222222222,2.7,0.7,0.9,0.7
378,0.105,2.6,0.6,0.8,0.7
379,0.10527777777777778,2.9,0.9,1.0,0.9
380,0.10555555555555556,2.8,0.8,0.8,0.9
381,0.10583333333333333,2.9,0.9,1.0,0.9
382,0.10611111111111111,0.9,0.9,0.9,0.7
383,0.1063888888888889,2.9,0.9,0.9,0.9
384,0.10666666666666667,2.9,0.9,1.0,0.9
385,0.10694444444444444,0.9,0.9,1.0,0.9
386,0.10722222222222222,2.9,0.9,1.0,0.9
387,0.1075,0.8,0.8,0.9,0.8
388,0.10777777777777778,2.7,0.7,0.9,0.4
389,0.10805555555555556,0.7,0.7,0.9,0.7
390,0.10833333333333334,2.9,0.9,1.0,0.9
391,0.10861111111111112,2.8,0.8,0.9,0.6
392,0.10888888888888888,2.9,0.9,1.0,0.6
393,0.10916666666666666,2.8,0.8,1.0,0.7
394,0.10944444444444444,3.0,1.0,1.0,0.8
395,0.10972222222222222,3.0,1.0,1.0,0.9
396,0.11,0.7,0.7,0.9,0.7
397,0.11027777777777778,2.7,0.7,0.8,0.5
398,0.11055555555555556,3.0,1.0,1.0,0.9
399,0.11083333333333334,0.8,0.8,0.9,0.6
400,0.1111111111111111,0.9,0.9,0.9,0.7
401,0.11138888888888888,0.9,0.9,1.0,0.9
402,0.11166666666666666,2.8,0.8,0.8,0.7
403,0.11194444444444444,3.0,1.0,1.0,1.0
404,0.11222222222222222,2.8,0.8,1.0,0.6
405,0.1125,2.9,0.9,0.9,0.6
406,0.11277777777777778,2.8,0.8,0.9,0.7
407,0.11305555555555556,2.8,0.8,1.0,0.8
408,0.11333333333333333,2.8,0.8,0.8,0.7
409,0.11361111111111111,2.7,0.7,0.9,0.6
410,0.11388888888888889,2.6,0.6,1.0,0.4
411,0.11416666666666667,2.9,0.9,1.0,0.7
412,0.11444444444444445,2.9,0.9,1.0,0.9
413,0.11472222222222223,2.8,0.8,0.9,0.8
414,0.115,0.5,0.5,0.7,0.5
415,0.11527777777777778,2.7,0.7,0.9,0.5
416,0.11555555555555555,2.9,0.9,1.0,0.8
417,0.11583333333333333,3.0,1.0,1.0,0.9
418,0.11611111111111111,2.7,0.7,1.0,0.7
419,0.11638888888888889,0.9,0.9,1.0,0.7
420,0.11666666666666667,2.7,0.7,0.9,0.7
421,0.11694444444444445,2.8,0.8,0.9,0.9
422,0.11722222222222223,2.9,0.9,1.0,0.8
423,0.1175,2.9,0.9,1.0,0.9
424,0.11777777777777777,0.9,0.9,0.9,0.8
425,0.11805555555555555,2.6,0.6,1.0,0.6
426,0.11833333333333333,2.7,0.7,1.0,0.7
427,0.11861111111111111,2.9,0.9,1.0,0.9
428,0.11888888888888889,1.0,1.0,1.0,0.7
429,0.11916666666666667,2.8,0.8,1.0,0.8
430,0.11944444444444445,2.7,0.7,0.9,0.6
431,0.11972222222222222,3.0,1.0,1.0,1.0
432,0.12,2.9,0.9,1.0,0.9
433,0.12027777777777778,3.0,1.0,1.0,1.0
434,0.12055555555555555,2.9,0.9,0.9,0.9
435,0.12083333333333333,2.9,0.9,0.9,0.6
436,0.12111111111111111,3.0,1.0,1.0,0.8
437,0.1213888888888889,2.8,0.8,0.9,0.8
438,0.12166666666666667,2.9,0.9,0.9,1.0
439,0.12194444444444444,2.8,0.8,0.9,0.7
440,0.12222222222222222,2.8,0.8,1.0,0.8
441,0.1225,2.8,0.8,0.9,0.8
442,0.12277777777777778,3.0,1.0,1.0,1.0
443,0.12305555555555556,0.8,0.8,0.8,0.7
444,0.12333333333333334,2.9,0.9,0.9,0.8
445,0.12361111111111112,2.8,0.8,0.9,0.8
446,0.1238888888888889,2.8,0.8,0.9,0.8
447,0.12416666666666666,0.6,0.6,0.9,0.5
448,0.12444444444444444,2.8,0.8,1.0,0.7
449,0.12472222222222222,3.0,1.0,1.0,0.8
450,0.125,2.9,0.9,0.9,0.9
451,0.12527777777777777,2.8,0.8,0.9,0.8
452,0.12555555555555556,2.8,0.8,0.9,0.8
453,0.12583333333333332,2.8,0.8,0.9,0.8
454,0.12611111111111112,2.9,0.9,1.0,0.6
455,0.12638888888888888,3.0,1.0,1.0,0.7
456,0.12666666666666668,2.8,0.8,0.9,0.6
457,0.12694444444444444,2.9,0.9,1.0,0.8
458,0.1272222222222222,2.7,0.7,1.0,0.6
459,0.1275,0.8,0.8,1.0,0.8
460,0.12777777777777777,2.9,0.9,0.9,0.6
461,0.12805555555555556,2.9,0.9,1.0,0.8
462,0.12833333333333333,2.9,0.9,1.0,0.8
463,0.12861111111111112,2.9,0.9,0.9,0.6
464,0.1288888888888889,2.7,0.7,0.9,0.7
465,0.12916666666666668,3.0,1.0,1.0,1.0
466,0.12944444444444445,2.6,0.6,0.9,0.3
467,0.1297222222222222,0.9,0.9,1.0,0.7
468,0.13,2.9,0.9,1.0,0.7
469,0.13027777777777777,3.0,1.0,1.0,0.9
470,0.13055555555555556,2.8,0.8,1.0,0.7
471,0.13083333333333333,2.7,0.7,0.9,0.7
472,0.13111111111111112,0.8,0.8,1.0,0.4
473,0.1313888888888889,3.0,1.0,1.0,0.9
474,0.13166666666666665,2.9,0.9,0.9,0.8
475,0.13194444444444445,2.8,0.8,0.9,0.7
476,0.1322222222222222,0.9,0.9,1.0,0.9
477,0.1325,3.0,1.0,1.0,0.9
478,0.13277777777777777,3.0,1.0,1.0,0.9
479,0.13305555555555557,2.8,0.8,1.0,0.5
480,0.13333333333333333,0.9,0.9,0.9,0.9
481,0.13361111111111112,3.0,1.0,1.0,0.7
482,0.1338888888888889,3.0,1.0,1.0,0.9
483,0.13416666666666666,2.7,0.7,0.9,0.5
484,0.13444444444444445,2.8,0.8,1.0,0.7
485,0.13472222222222222,2.9,0.9,0.9,0.7
486,0.135,2.6,0.6,0.8,0.5
487,0.13527777777777777,2.7,0.7,0.8,0.7
488,0.13555555555555557,2.9,0.9,1.0,0.6
489,0.13583333333333333,0.7,0.7,1.0,0.7
490,0.1361111111111111,2.8,0.8,0.9,0.7
491,0.1363888888888889,2.9,0.9,1.0,0.7
492,0.13666666666666666,2.8,0.8,0.8,0.5
493,0.13694444444444445,2.8,0.8,0.9,0.8
494,0.13722222222222222,2.8,0.8,0.9,0.5
495,0.1375,2.7,0.7,0.8,0.4
496,0.13777777777777778,2.9,0.9,1.0,0.9
497,0.13805555555555554,2.6,0.6,0.9,0.5
498,0.13833333333333334,2.6,0.6,1.0,0.6
499,0.1386111111111111,2.9,0.9,1.0,0.8
500,0.1388888888888889,2.7,0.7,1.0,0.7
501,0.13916666666666666,2.7,0.7,0.8,0.5
502,0.13944444444444445,3.0,1.0,1.0,0.7
503,0.13972222222222222,2.9,0.9,0.9,0.8
504,0.14,2.9,0.9,1.0,0.8
505,0.14027777777777778,2.7,0.7,0.9,0.7
506,0.14055555555555554,2.9,0.9,1.0,0.7
507,0.14083333333333334,2.9,0.9,0.9,0.8
508,0.1411111111111111,2.8,0.8,1.0,0.7
509,0.1413888888888889,3.0,1.0,1.0,0.8
510,0.14166666666666666,2.7,0.7,0.8,0.7
511,0.14194444444444446,1.0,1.0,1.0,0.7
512,0.14222222222222222,2.7,0.7,0.9,0.7
513,0.1425,2.9,0.9,1.0,0.9
514,0.14277777777777778,2.7,0.7,0.9,0.7
515,0.14305555555555555,2.6,0.6,0.7,0.6
516,0.14333333333333334,2.5,0.5,0.8,0.5
517,0.1436111111111111,2.8,0.8,0.9,0.6
518,0.1438888888888889,2.6,0.6,0.8,0.7
519,0.14416666666666667,2.8,0.8,1.0,0.6
520,0.14444444444444443,2.9,0.9,1.0,0.9
521,0.14472222222222222,2.8,0.8,0.9,0.7
522,0.145,2.8,0.8,0.9,0.8
523,0.14527777777777778,2.9,0.9,0.9,0.7
